HotelID,AccommodationName,LocationID,Type,LocationName,BrandList
DIST0000086176,Sheraton Centre Toronto Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000086203,Sheraton Gateway Hotel In Toronto International Airport,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000086238,Sheraton Montreal Airport Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000086683,Soho Metropolitan Hotel &amp; Residences,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000087093,Springhill Suites By Marriott Old Montreal  ,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000087293,Staybridge Suites Oakville-Burlington,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000087302,Staybridge Suites Toronto-Markham,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000087838,Super 8 Montreal Qc,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000087848,Super 8 Toronto North On,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000088532,The Fairmont Royal York,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000088603,The Hazelton Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000088686,The King Edward Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089047,"The Ritz-Carlton, Toronto",4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089176,The Strathcona Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089271,The Wellesley Manor,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089282,The Westin Bristol Place Toronto Airport,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089305,"The Westin Harbour Castle, Toronto",4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089330,"The Westin Prince, Toronto",4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089383,Thompson Toronto,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089614,Toronto Airport Marriott Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089615,Toronto Don Valley Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
DIST0000089616,Toronto Marriott Bloor Yorkville Hotel,4,DestinationCountry,Canada,<Brand>EBK</Brand>
